WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98105,"$75,000 under $100,000",969,466,413,1843,406,84325,823,63538,729,1426,505,2232,463,1470,209,4729,**,390,1454,135,2224,195,5419,75,729,167,3340,**,**,574,13594,** 33,** 154,480,936,524,2539,568,3741,450,6097,491,1443,960,60671,431,516,64,72,170,247,41,21,**,**,0,0,0,0,**,**,941,9397,950,10119,253,751,708,2675
98105,"$100,000 under $200,000",1964,1430,956,4879,1481,275152,1718,203847,1599,4345,1273,9351,1188,6253,517,15314,34,1051,5946,280,7057,369,14036,135,1335,320,7251,97,1370,1568,48071,69,398,1415,3790,1506,8945,1563,13385,1331,22568,1418,5831,1954,206388,1069,1263,202,195,316,360,218,111,**,**,0,0,0,0,87,434,1936,37252,1945,39907,638,3252,1318,7390
98105,"$200,000 or more",1458,1269,1024,4473,1745,904484,1258,418162,1355,22106,1203,98659,1154,88221,458,40625,**,1123,166062,207,12156,215,8656,37,398,193,4999,198,6652,1382,104757,115,2510,1228,6546,1351,15029,1377,24472,1112,27604,1324,39175,1457,783019,952,4429,150,181,**,**,209,112,0,0,0,0,0,0,816,5358,1458,191312,1458,197438,593,15849,859,19464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98106,,"11,541","3,304","4,827","21,823","6,286","530,025","10,206","446,537","4,169","2,959","1,625","2,581","1,417","1,444","1,598","17,678",0,"1,132","3,114",568,"6,740","1,257","19,641","1,577","16,345",635,"6,086",47,480,"3,675","68,128",89,388,"3,048","5,016","3,393","9,106","3,605","14,934","3,327","39,345","2,705","4,841","9,286","338,383","3,584","3,901",382,297,"1,983","2,225",400,213,"1,583","2,136","1,977","3,987","1,678","3,418",40,84,"8,267","51,143","8,831","54,529","1,743","3,808","9,585","24,935"
98106,"$1 under $25,000",4200,480,1847,6767,1937,55594,3311,41843,813,598,273,366,229,188,640,5006,**,213,23,153,854,371,3328,561,4990,90,133,**,**,339,4779,**,**,268,201,276,655,321,894,261,2354,188,199,2075,13709,653,256,**,**,235,76,28,8,981,1181,1447,3130,1264,2722,0,0,1623,1225,2080,2039,422,326,3581,7275
98106,"$25,000 under $50,000",3447,707,1425,6522,1919,124890,3159,107509,1071,652,317,388,273,231,370,3958,**,205,-4,144,1336,343,4693,494,5873,237,1457,22,135,837,12728,40,65,674,747,735,1786,809,2634,724,7115,558,612,3322,69542,1271,1151,100,82,764,714,104,58,538,867,530,857,414,696,**,**,2823,7778,2917,8512,461,660,2976,6928
98106,"$50,000 under $75,000",1880,739,717,3695,1010,115170,1800,101815,980,463,351,390,303,216,265,2839,**,232,341,112,1211,243,4048,269,2669,153,1905,**,**,1016,17795,**,**,842,1331,960,2383,1000,3856,938,10558,736,1186,1876,76588,721,1069,110,85,461,678,87,43,64,88,0,0,0,0,**,**,1815,10381,1826,10964,326,605,1553,4594
98106,"$75,000 under $100,000",986,598,381,2255,655,85057,941,74281,583,331,276,313,234,199,149,2672,**,174,173,75,1437,142,3039,145,1586,79,1318,** 25,** 345,661,12979,** 20,** 67,555,990,626,1694,657,2837,625,7842,513,849,986,60659,470,712,80,59,290,458,65,36,**,**,0,0,0,0,**,**,981,8907,983,9417,201,527,784,2683
98106,"$100,000 under $200,000",950,722,409,2401,718,120068,925,106508,659,626,362,574,334,330,174,3203,**,264,777,84,1902,158,4533,108,1227,76,1273,**,**,755,17172,29,256,657,1533,732,2217,751,3996,720,10461,647,1548,949,92090,437,641,92,71,233,299,116,68,**,**,0,0,0,0,**,**,947,16077,947,16634,288,1126,659,2646
98106,"$200,000 or more",78,58,48,183,47,29246,70,14581,63,289,46,550,44,280,**,**,**,44,1804,**,**,**,**,**,**,**,**,**,**,67,2675,**,**,52,214,64,371,67,717,59,1015,63,447,78,25795,32,72,**,**,0,0,**,**,0,0,0,0,0,0,40,84,78,6775,78,6963,45,564,32,809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98107,,"13,709","3,408","4,415","19,895","2,985","908,632","11,860","696,480","7,075","9,792","4,172","20,132","3,764","14,911","2,405","44,931",0,"3,049","37,275",961,"14,284","1,482","28,036","1,405","14,235",887,"10,286",204,"3,071","4,432","109,136",253,"1,815","3,725","7,697","3,964","14,334","4,368","24,340","3,670","52,098","3,571","18,041","12,245","673,065","3,783","3,664",419,405,955,"1,107",421,224,296,350,930,778,659,590,238,1020,"11,681","121,679","12,110","129,466","3,169","11,397","10,211","25,618"
98107,"$1 under $25,000",3643,214,976,3904,329,48073,2740,35350,1279,1087,706,1293,610,636,686,5162,**,484,-52,215,1296,378,3269,384,3294,107,155,**,**,353,6188,**,**,275,202,251,771,337,1012,210,2197,226,286,2250,16524,642,267,**,**,34,12,**,**,145,168,792,632,570,485,0,0,1900,1518,2255,2317,597,477,2764,3410
98107,"$25,000 under $50,000",4003,429,1034,4988,502,148109,3558,123343,1607,1272,837,1633,741,993,549,8125,**,534,-34,234,2554,374,5915,487,5591,279,1862,32,226,665,10923,44,94,539,657,536,1675,641,2470,468,4829,476,738,3943,98392,949,703,54,41,243,238,57,26,124,150,138,146,89,105,**,**,3776,12316,3834,13701,769,1305,3209,4960
98107,"$50,000 under $75,000",2342,564,751,3357,434,143551,2114,120721,1342,1343,691,1964,625,1161,384,6734,**,493,570,197,2328,264,5478,246,2381,215,3000,32,252,852,15570,42,146,721,1015,761,2356,842,3615,705,8000,678,1071,2333,105181,636,685,75,64,228,302,61,29,27,32,0,0,0,0,**,**,2299,15994,2308,17117,579,1177,1750,4394
98107,"$75,000 under $100,000",1388,597,506,2401,416,120358,1277,101089,958,1007,573,1401,505,919,260,5850,**,395,1147,98,2049,165,3843,122,1258,106,1853,24,157,733,15119,38,194,610,1041,675,2176,730,3505,635,8617,592,1111,1386,91065,490,588,75,63,210,300,55,28,**,**,0,0,0,0,**,**,1379,14856,1383,15877,352,1172,1032,3442
98107,"$100,000 under $200,000",1827,1209,825,3970,930,246499,1708,206364,1436,1813,995,4063,926,2794,403,13350,**,801,3119,155,3845,227,6375,146,1455,140,2599,73,1107,1378,34648,90,696,1182,2880,1309,5073,1367,8806,1256,20059,1198,3241,1827,193195,785,812,162,161,240,255,182,96,**,**,0,0,0,0,47,102,1823,35862,1825,38133,618,3036,1205,5402
98107,"$200,000 or more",506,395,323,1275,374,202042,463,109613,453,3270,370,9778,357,8408,123,5710,**,342,32525,62,2212,74,3156,20,256,40,817,43,1329,451,26688,39,685,398,1902,432,2283,451,4932,396,8396,401,11594,506,168708,281,609,53,76,0,0,66,45,0,0,0,0,0,0,191,918,504,41133,505,42321,254,4230,251,4010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98108,,"10,645","3,365","5,408","20,861","6,426","459,136","9,220","366,410","4,137","4,562","1,630","5,126","1,445","3,635","1,442","16,692",0,"1,151","6,189",576,"6,553","1,227","20,833","1,405","13,653",685,"7,804",45,594,"2,649","53,900",59,258,"2,299","3,821","2,459","7,476","2,620","11,871","2,324","29,771","1,930","5,178","8,161","283,497","3,257","3,468",304,261,"1,656","1,766",329,177,"1,620","2,281","2,192","4,537","1,905","3,919",54,181,"7,147","43,717","7,755","46,956","1,677","4,390","8,721","23,882"
98108,"$1 under $25,000",4455,736,2266,7327,2098,59077,3541,45439,1034,987,312,467,265,277,627,4936,**,220,-139,154,800,385,3156,586,4908,71,119,** 21,** 183,278,4403,**,**,229,167,234,655,272,837,206,2220,143,192,2115,13499,590,235,**,**,196,59,**,**,973,1260,1555,3426,1370,3002,**,**,1730,1219,2197,1998,460,305,3766,7886
98108,"$25,000 under $50,000",3221,934,1659,6692,2235,115814,2944,99328,1200,841,352,615,311,412,337,4221,**,267,-96,148,1309,311,4354,475,4864,244,1449,**,**,672,10922,**,**,580,665,607,1633,660,2374,574,6270,442,616,3085,61024,1295,1109,74,58,733,662,117,61,587,952,637,1111,535,917,**,**,2519,6596,2641,7333,452,669,2755,6954
98108,"$50,000 under $75,000",1432,642,722,3054,930,86995,1307,73292,780,639,333,691,285,529,194,2439,**,197,219,118,1211,240,4637,194,2017,176,2458,**,**,653,12371,35,76,569,838,608,1751,644,2688,587,7090,471,884,1425,56714,609,836,100,92,365,528,63,34,60,69,0,0,0,0,0,0,1367,7482,1385,7950,319,616,1112,3356
98108,"$75,000 under $100,000",734,455,372,1747,535,63071,681,52646,491,665,239,758,222,492,121,1273,**,164,377,74,1118,132,2925,84,1149,95,1774,**,**,439,9341,**,**,386,715,420,1271,438,2083,402,5459,348,808,733,44407,368,548,62,53,223,344,59,30,**,**,0,0,0,0,**,**,728,6375,729,6691,179,439,554,1962
98108,"$100,000 under $200,000",679,502,306,1731,539,88354,633,72127,521,840,309,974,283,638,135,3637,**,227,1026,82,2115,135,4294,66,715,99,2004,24,411,504,12306,24,182,438,1076,490,1578,503,2823,468,7123,435,1245,679,67948,330,396,68,58,139,173,90,52,0,0,0,0,0,0,**,**,679,12045,679,12749,207,1111,470,1954
98108,"$200,000 or more",124,96,83,310,89,45825,114,23578,111,590,85,1621,79,1287,28,186,**,76,4802,**,**,24,1467,**,**,**,**,**,**,103,4557,**,**,97,360,100,588,103,1066,87,1609,91,1433,124,39905,65,344,**,**,0,0,**,**,0,0,0,0,0,0,54,181,124,10000,124,10235,60,1250,64,1770
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98109,,"13,391","2,781","4,709","18,146","2,222","1,338,455","11,485","877,514","6,650","22,358","4,303","51,408","3,923","40,006","2,032","52,281",0,"3,576","200,793","1,049","26,015","1,581","37,101","1,142","12,363","1,115","17,346",203,"4,561","4,510","142,692",448,"4,979","3,614","8,577","3,747","18,932","4,439","33,218","3,286","53,368","3,603","27,712","12,107","1,082,540","3,374","4,651",280,289,487,548,212,108,184,196,664,527,475,428,560,"2,885","11,648","222,664","11,990","230,788","3,165","16,408","9,904","35,825"
98109,"$1 under $25,000",3163,175,891,3310,254,42178,2423,32715,967,1177,559,1269,499,725,505,3166,**,422,-50,163,1232,281,2288,299,2816,99,187,23,179,321,5552,**,**,238,185,205,723,303,1030,155,1527,192,280,1974,15397,577,262,**,**,27,13,**,**,104,104,595,437,427,357,**,**,1672,1428,1960,1955,466,327,2449,3204
98109,"$25,000 under $50,000",3544,268,901,4097,266,130795,3162,111875,1230,1303,614,1810,555,1132,463,5957,**,469,500,186,1752,312,4223,431,5326,230,1632,**,**,565,10018,48,82,446,501,429,1409,545,2041,361,3772,397,749,3477,88715,770,603,** 35,** 28,117,114,30,14,56,61,69,90,48,71,**,**,3371,11240,3411,12222,664,1068,2844,4748
98109,"$50,000 under $75,000",2334,319,737,2890,228,143419,2098,122274,1184,1569,684,2704,620,1722,278,3996,**,530,347,187,2626,279,6179,192,1779,212,3122,32,440,772,14560,52,136,611,886,630,2061,757,3185,564,6367,560,1191,2319,108623,452,401,50,38,112,140,20,12,** 24,** 31,0,0,0,0,**,**,2292,17460,2297,18270,554,1197,1769,4056
98109,"$75,000 under $100,000",1355,372,506,1932,204,117396,1197,96721,841,1198,543,2195,481,1442,160,4200,**,407,723,134,2766,192,4775,73,898,158,3000,**,**,649,14165,75,363,497,843,519,1907,639,3216,476,6390,505,1250,1348,91257,325,294,** 30,** 21,97,129,23,12,**,**,0,0,0,0,**,**,1341,16027,1344,16878,365,1220,983,2961
98109,"$100,000 under $200,000",1968,931,930,3509,609,268166,1745,211745,1493,3490,1129,7114,1036,4865,376,10612,**,979,5205,232,7545,348,11084,106,1086,253,5520,57,1032,1291,35799,146,1006,1058,2589,1135,5275,1284,9046,1030,16823,1101,4264,1964,214313,704,712,89,95,134,152,65,35,**,**,0,0,0,0,73,198,1952,42028,1956,43968,675,3253,1282,6444
98109,"$200,000 or more",1027,716,744,2408,661,636501,860,302184,935,13621,774,36316,732,30120,250,24350,**,769,194068,147,10094,169,8552,41,458,163,3885,91,2910,912,62598,127,3392,764,3573,829,7557,911,14700,700,18489,848,19978,1025,564235,546,2379,76,107,0,0,74,35,0,0,0,0,0,0,487,2687,1020,134481,1022,137495,441,9343,577,14412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98110,,"10,945","5,612","5,324","22,391","6,702","1,320,260","7,876","706,676","6,932","30,515","5,131","74,393","4,670","59,017","2,675","81,204",61,"4,517","158,173","1,743","48,369","2,498","75,206",719,"8,467","2,107","31,528",360,"7,645","6,210","217,229",416,"6,777","5,350","13,523","5,835","39,287","6,167","60,565","4,870","84,925","5,444","35,318","9,027","1,004,228","4,207","6,836",609,842,"1,294","1,718",410,215,432,534,656,934,477,705,902,"5,107","8,409","208,374","8,989","221,315","3,004","24,968","7,338","39,332"
98110,"$1 under $25,000",3086,356,1171,3068,509,31539,1925,19520,1197,1730,945,3809,837,2633,558,4101,30,768,163,228,1422,399,3713,146,1398,155,286,**,**,514,11074,** 29,** 113,425,467,406,2007,494,2528,276,3522,340,532,1361,7656,332,101,**,**,42,13,**,**,204,240,537,789,401,612,**,**,1100,681,1478,1401,500,328,2079,2822
98110,"$25,000 under $50,000",1567,477,679,2641,586,58057,1042,32968,809,2002,563,2760,499,1572,352,6178,**,481,687,226,2839,386,7476,154,2106,424,2821,** 25,** 171,636,14668,**,**,544,634,552,2823,628,3636,427,4976,506,925,1424,29395,528,414,51,36,183,176,34,18,130,166,119,145,76,93,**,**,1234,3147,1352,4125,368,671,1146,2555
98110,"$50,000 under $75,000",1381,682,691,2818,753,86155,936,49248,935,2193,655,4487,604,2668,346,6089,**,549,2584,312,5275,407,11189,137,1548,427,6174,25,278,861,19873,33,130,747,1094,790,4037,851,5328,645,7638,730,1974,1350,51867,671,810,92,101,295,429,52,20,65,84,0,0,0,0,**,**,1247,6483,1304,7628,377,1012,985,3212
98110,"$75,000 under $100,000",1138,793,581,2733,801,99209,841,60055,840,1831,573,3443,519,2126,328,8217,**,503,1465,245,4982,366,12019,100,1305,346,6224,35,303,827,21304,50,180,718,1372,791,4475,823,6129,661,9554,723,2035,1128,64792,614,884,102,93,294,497,59,31,33,44,0,0,0,0,**,**,1084,8649,1104,10022,338,1153,794,3438
98110,"$100,000 under $200,000",2420,2077,1263,6941,2444,340523,1998,227555,1950,5238,1393,11109,1279,7949,713,19726,** 31,1241,8237,511,17765,671,28502,150,1843,549,11545,122,1914,2087,66273,129,882,1855,5091,2036,13243,2086,19593,1805,31943,1920,7059,2411,245726,1350,1797,229,318,480,603,181,96,**,**,0,0,0,0,137,325,2393,41703,2399,45302,825,4626,1584,8885
98110,"$200,000 or more",1353,1227,939,4190,1609,704777,1134,317330,1201,17521,1002,48785,932,42069,378,36893,**,975,145037,221,16086,269,12307,32,267,206,4478,153,4979,1285,84037,175,5472,1061,4865,1260,12702,1285,23351,1056,27292,1225,22793,1353,604792,712,2830,135,294,**,**,84,50,0,0,0,0,0,0,765,4782,1351,147711,1352,152837,596,17178,750,18420
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98112,,"11,576","3,669","5,254","18,835","4,135","1,771,359","9,179","993,751","7,137","41,990","5,486","140,474","5,114","113,608","2,489","88,692",23,"4,618","254,663","1,244","40,270","1,635","41,622",827,"9,007","1,500","24,646",417,"9,324","5,330","254,536",344,"7,132","4,665","15,716","4,870","42,575","5,272","66,458","3,894","75,205","4,722","57,834","10,118","1,422,880","4,129","6,781",464,489,598,658,445,240,203,239,626,587,451,431,"1,222","10,074","9,547","330,329","9,930","344,572","2,963","28,765","8,179","54,563"
98112,"$1 under $25,000",3063,132,1067,2913,255,36246,2151,25142,1177,1205,872,2670,792,1729,541,4268,**,669,-209,159,863,251,2199,240,2055,109,201,**,**,360,7032,** 28,** 62,289,329,262,1322,334,1710,177,2128,243,338,1779,12408,542,223,**,**,** 31,** 11,**,**,105,116,556,477,403,353,**,**,1429,1110,1693,1805,477,338,2236,2809
98112,"$25,000 under $50,000",2443,227,748,2963,307,90225,2032,69574,1135,1511,659,3467,597,2189,375,5397,**,496,642,171,1788,275,4270,252,3135,287,2205,44,259,516,11219,**,**,452,590,422,2178,501,2883,297,3306,415,973,2339,58128,660,529,44,34,120,114,39,18,77,102,70,110,48,78,**,**,2217,7099,2284,7958,502,858,1901,3411
98112,"$50,000 under $75,000",1406,336,526,2033,288,86690,1122,62128,884,1692,562,3783,509,2553,285,4905,**,445,1175,206,3309,260,5926,112,1199,269,3935,28,318,599,14250,22,68,524,770,532,2636,592,3536,417,5030,504,1557,1375,60410,413,357,** 44,** 40,129,158,** 25,** 14,**,**,0,0,0,0,**,**,1332,9004,1352,9835,385,914,1010,2705
98112,"$75,000 under $100,000",928,352,470,1583,305,80558,742,55538,677,1891,512,3537,471,2401,230,5453,** 23,388,832,135,2885,196,5713,63,665,205,3779,21,316,583,14657,40,216,507,981,525,2829,582,4056,430,5736,503,1788,917,57734,354,354,49,43,142,191,36,17,** 21,** 21,0,0,0,0,**,**,894,9344,906,10271,286,1047,634,2702
98112,"$100,000 under $200,000",1914,1130,1042,4128,1081,270108,1597,188928,1559,4940,1325,14465,1237,10212,496,16158,**,1122,7591,296,9967,337,11445,115,1387,351,7573,111,2075,1525,53196,89,746,1357,3742,1438,10295,1520,15052,1206,22438,1377,6658,1893,199796,945,1113,161,163,176,184,138,73,**,**,0,0,0,0,118,357,1860,36853,1875,39770,606,3333,1294,8680
98112,"$200,000 or more",1822,1492,1401,5215,1899,1207532,1535,592441,1705,30751,1556,112552,1508,94524,562,52511,**,1498,244632,277,21458,316,12069,45,566,279,6953,213,6356,1747,154182,165,6040,1536,9304,1691,23315,1743,39221,1367,36567,1680,46520,1815,1034404,1215,4205,166,209,0,0,207,118,0,0,0,0,0,0,1104,9717,1815,266919,1820,274933,707,22275,1104,34256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98115,,"24,542","9,233","8,999","43,016","10,323","2,129,387","20,159","1,542,060","15,070","32,072","10,535","69,019","9,632","51,530","4,614","107,245",30,"8,023","88,647","2,574","46,332","3,886","91,564","1,937","20,977","2,876","42,142",601,"10,145","11,107","293,867",451,"3,452","9,753","23,777","10,473","48,150","11,009","76,898","8,979","133,697","9,649","39,443","21,465","1,607,512","9,221","10,731",1450,"1,437","2,549","3,142","1,438",717,580,681,"1,350","1,374",1013,"1,070","1,127","5,971","20,315","312,396","21,006","329,982","5,834","31,203","17,854","58,953"
98115,"$1 under $25,000",6473,460,1802,6423,650,76148,4644,55000,2460,2514,1672,3320,1474,1998,927,6231,**,1193,-330,436,2294,762,6423,462,4092,242,449,**,**,751,12703,32,50,578,630,579,2098,715,2885,386,3489,521,721,3615,24477,1060,416,** 23,** 7,75,29,**,**,271,293,1127,1090,864,864,**,**,2942,2192,3449,3263,918,668,4822,5847
98115,"$25,000 under $50,000",5110,779,1532,6858,923,188412,4194,143246,2482,3104,1446,4865,1301,2829,690,9132,**,1006,411,510,4390,789,13534,574,7173,749,5591,42,248,1233,22318,37,61,1048,1156,1077,3989,1202,5326,813,8355,964,1886,4962,117337,1542,1188,119,92,372,391,96,43,212,264,223,284,149,206,**,**,4630,13914,4746,15453,998,1437,4052,7634
98115,"$50,000 under $75,000",3561,1108,1363,5782,1099,220501,2920,164067,2407,3997,1484,5813,1338,3470,637,12919,**,1099,1066,451,6112,691,16084,279,2956,649,9653,59,860,1753,34680,59,159,1533,2376,1638,6235,1739,8904,1361,15201,1461,3051,3510,151485,1329,1445,198,194,525,715,133,66,77,87,0,0,0,0,**,**,3410,21743,3460,23814,815,1911,2722,7583
98115,"$75,000 under $100,000",2586,1366,1038,5198,1239,225288,2208,168493,1945,3205,1340,5971,1229,4076,586,11712,** 30,962,1569,359,6362,551,16094,208,2214,462,9252,66,653,1656,36740,66,252,1457,2690,1596,6340,1650,9492,1408,17935,1431,3736,2577,161257,1269,1606,242,219,571,843,179,88,** 20,** 37,0,0,0,0,**,**,2548,24265,2555,26332,668,1874,1905,6924
98115,"$100,000 under $200,000",4792,3740,1997,12631,4092,665003,4347,531480,3922,8000,3024,16104,2778,11097,1188,31373,**,2347,10757,572,12754,791,26464,334,3638,587,12841,197,2913,3861,103562,144,1063,3466,9478,3759,17450,3853,28550,3405,54337,3499,11565,4782,505991,2795,3171,619,627,1006,1164,677,337,**,**,0,0,0,0,131,266,4770,89820,4781,94800,1505,6331,3274,16941
98115,"$200,000 or more",2020,1780,1267,6124,2320,754035,1846,479774,1854,11252,1569,32946,1512,28060,586,35878,**,1416,75174,246,14420,302,12965,80,904,187,4356,237,5471,1853,83864,113,1867,1671,7447,1824,12038,1850,21741,1606,34380,1773,18484,2019,646965,1226,2905,249,298,0,0,353,183,0,0,0,0,0,0,996,5705,2015,160462,2015,166320,930,18982,1079,14024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98116,,"13,012","4,388","5,424","21,577","4,509","1,078,794","10,580","780,218","7,412","16,752","4,716","26,529","4,247","19,328","2,335","51,414",0,"3,660","39,264","1,427","26,469","2,442","53,322","1,312","14,876","1,635","21,403",227,"3,848","5,986","156,759",247,"2,374","5,194","11,683","5,519","25,571","5,930","40,519","4,863","74,332","5,043","16,628","11,523","806,501","4,077","4,889",642,588,"1,263","1,545",561,283,332,344,730,841,528,642,447,"1,778","11,042","155,322","11,411","163,744","3,086","15,259","9,525","32,043"
98116,"$1 under $25,000",2988,226,1127,3205,358,37825,1960,23814,1145,1509,661,1521,576,844,501,3998,**,490,-346,262,1587,537,4982,302,2763,189,389,23,123,485,9055,** 35,** 42,411,352,389,1535,470,1931,262,2711,327,470,1611,11398,420,174,**,**,44,18,**,**,172,169,589,672,437,516,**,**,1376,1059,1661,1713,468,384,2174,3168
98116,"$25,000 under $50,000",3028,386,1020,4008,577,111942,2438,82872,1278,1757,694,2381,603,1484,430,5368,**,511,-30,294,3000,530,9072,430,5440,453,3313,**,**,774,13613,**,**,656,729,651,2421,756,3256,509,5217,573,1033,2951,69828,802,649,81,59,244,242,70,34,120,132,141,169,91,126,**,**,2778,8431,2838,9419,568,885,2436,4632
