"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 2001",,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A ,
"$25,000 under $50,000","4,683","9,593","2,657","168,546","4,076","136,839","2,314","4,207","4,389","15,112",407,**        ,"1,386",
"$50,000 or more      ","4,628","12,533","3,513","417,641","4,035","303,196","3,608","12,128","4,607","65,851",612,13,"3,073",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98199                ,"10,593","20,083","3,604","835,684","8,292","553,782","7,398","36,771","9,329","162,183","1,816",21,"4,678",
"Under $10,000        ","1,289","1,235",133,"-7,490",789,"6,946",685,"2,779",455,164,182,**        ,156,
"$10,000 under $25,000","1,728","2,588",250,"30,420","1,227","20,523",880,"2,221","1,419","1,907",247,--        ,285,
"$25,000 under $50,000","2,638","4,197",501,"96,985","2,178","74,305","1,563","3,883","2,546","10,269",335,**        ,711,
"$50,000 or more      ","4,938","12,063","2,720","715,769","4,098","452,008","4,270","27,888","4,909","149,843","1,052",*       21,"3,526",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98200                ,15,28,9,364,12,270,**        ,**        ,11,30,**        ,--        ,**        ,
"Under $10,000        ",**        ,**        ,**        ,**          ,*       12,*        270,**        ,**        ,*       11,*         30,**        ,--        ,**        ,
"$10,000 under $25,000",*       15,*       28,*        9,*        364,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98201                ,"11,781","22,901","6,354","431,970","10,275","343,888","5,027","13,608","9,253","53,924","1,186",**        ,"3,317",
"Under $10,000        ","2,157","2,784",706,"1,406","1,781","9,720",494,741,576,110,184,--        ,72,
"$10,000 under $25,000","3,330","5,890","1,519","58,350","2,781","46,300","1,001","2,347","2,573","3,126",251,--        ,291,
"$25,000 under $50,000","3,576","7,042","2,024","127,607","3,267","110,678","1,542","2,685","3,395","11,504",353,**        ,"1,080",
"$50,000 or more      ","2,718","7,185","2,105","244,607","2,446","177,190","1,990","7,835","2,709","39,184",398,**        ,"1,874",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98203                ,"14,878","31,409","8,964","716,347","12,994","544,231","8,076","20,554","12,384","96,335","1,697",12,"5,720",
"Under $10,000        ","2,116","2,161",483,"7,949","1,743","8,904",671,573,656,141,165,**        ,87,
"$10,000 under $25,000","3,187","5,703","1,318","55,465","2,571","42,492","1,168","2,376","2,434","2,887",274,**        ,391,
"$25,000 under $50,000","4,424","9,051","2,538","161,945","3,946","136,123","2,188","3,900","4,162","14,349",457,*       12,"1,538",
"$50,000 or more      ","5,151","14,494","4,625","490,988","4,734","356,712","4,049","13,705","5,132","78,958",801,**        ,"3,704",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98204                ,"14,143","27,764","8,667","474,684","13,160","419,633","5,090","5,528","11,079","50,509","1,120",11,"3,043",
"Under $10,000        ","2,132","2,859",825,"9,896","1,840","10,125",405,367,551,116,190,*       11,62,
"$10,000 under $25,000","4,104","7,697","2,464","72,614","3,727","63,208",907,"1,083","2,910","3,533",282,**        ,290,
"$25,000 under $50,000","5,056","10,132","3,189","180,531","4,848","164,934","1,931","1,546","4,778","16,216",358,**        ,"1,179",
"$50,000 or more      ","2,851","7,076","2,189","211,643","2,745","181,366","1,847","2,532","2,840","30,644",290,**        ,"1,512",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98205                ,"7,099","16,463","5,763","331,874","6,477","289,581","3,754","4,445","5,886","37,698",899,33,"3,460",
"Under $10,000        ","1,059","1,021",232,"2,698",857,"4,656",312,221,324,76,107,**        ,71,
"$10,000 under $25,000","1,221","2,261",610,"21,416","1,034","16,850",409,620,891,"1,048",117,*       17,170,
"$25,000 under $50,000","1,897","4,273","1,450","70,861","1,748","61,958",945,"1,026","1,759","5,699",240,**        ,862,
"$50,000 or more      ","2,922","8,908","3,471","236,899","2,838","206,117","2,088","2,578","2,912","30,875",435,16,"2,357",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98206                ,975,"1,733",356,"47,116",812,"31,510",489,"2,148",793,"7,496",107,**        ,274,
"Under $10,000        ",164,216,33,499,129,601,46,22,40,7,20,--        ,15,
"$10,000 under $25,000",238,391,74,"4,071",182,"2,935",82,191,195,225,22,--        ,23,
"$25,000 under $50,000",285,466,95,"10,205",249,"8,561",135,368,272,"1,030",22,**        ,71,
"$50,000 or more      ",288,660,154,"32,341",252,"19,413",226,"1,567",286,"6,234",43,**        ,165,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98207                ,95,135,24,"2,169",94,"2,098",26,13,80,190,**        ,--        ,**        ,
"Under $10,000        ",11,12,2,49,10,48,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$10,000 under $25,000",55,71,10,960,55,960,*       12,*        1,*       51,*         63,**        ,--        ,**        ,
"$25,000 under $50,000",*       29,*       52,*       12,"*      1,160",*       29,"*      1,090",*       14,*       12,*       29,*        127,--        ,--        ,**        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98208                ,"21,055","46,008","14,569","1,027,217","19,022","863,895","11,723","18,033","17,627","127,734","2,406",22,"9,107",
"Under $10,000        ","3,091","2,742",609,"12,720","2,606","13,333",943,603,"1,026",225,209,--        ,131,
"$10,000 under $25,000","4,197","7,425","1,860","73,648","3,513","58,423","1,453","2,454","3,182","3,799",375,**        ,459,
"$25,000 under $50,000","5,334","10,971","3,213","194,728","4,862","167,246","2,646","3,695","5,016","16,997",538,**        ,"1,829",
"$50,000 or more      ","8,433","24,870","8,887","746,121","8,041","624,893","6,681","11,281","8,403","106,713","1,284",*       22,"6,688",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98220                ,332,738,219,"11,536",290,"8,835",171,311,243,"1,201",51,16,80,
"Under $10,000        ",65,79,9,197,47,190,25,20,11,4,12,**        ,**        ,
"$10,000 under $25,000",84,154,38,"1,347",75,"1,137",29,40,58,61,10,**        ,**        ,
"$25,000 under $50,000",106,270,91,"3,793",95,"2,862",58,65,97,299,16,*       16,*       29,
"$50,000 or more      ",77,235,81,"6,199",73,"4,646",59,186,77,837,13,**        ,51,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98221                ,"9,212","20,792","4,506","459,609","6,685","258,129","6,095","24,605","7,334","64,742","1,680",35,"3,442",
"Under $10,000        ","1,671","1,809",278,844,"1,181","6,102",713,"1,379",476,98,260,**        ,153,
"$10,000 under $25,000","2,010","4,062",693,"34,784","1,329","20,474","1,064","2,876","1,479","1,610",293,**        ,331,
"$25,000 under $50,000","2,229","5,234","1,107","81,927","1,642","52,024","1,448","4,433","2,100","6,982",364,**        ,771,
"$50,000 or more      ","3,302","9,687","2,428","342,054","2,533","179,529","2,870","15,917","3,279","56,052",763,*       35,"2,187",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98222                ,21,44,7,"1,124",11,432,17,93,18,108,**        ,--        ,10,
"Under $10,000        ",*       11,*       19,*        1,*        311,*       11,*        432,--        ,--        ,**        ,**          ,--        ,--        ,--        ,
"$10,000 under $25,000",**        ,**        ,**        ,**          ,--        ,--          ,**        ,**        ,**        ,**          ,**        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,*       17,*       93,*       18,*        108,**        ,--        ,*       10,
"$50,000 or more      ",10,25,6,813,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98223                ,"15,511","35,127","11,058","716,657","13,595","565,663","8,514","17,233","12,608","86,735","2,088",272,"6,730",
"Under $10,000        ","2,550","2,487",447,"6,275","1,996","10,766",834,"1,169",783,174,283,40,171,
"$10,000 under $25,000","3,098","5,714","1,334","53,818","2,509","40,828","1,169","2,177","2,323","2,637",332,31,449,
"$25,000 under $50,000","4,069","9,550","3,120","149,389","3,671","125,378","2,095","2,942","3,741","11,676",527,63,"1,616",
"$50,000 or more      ","5,794","17,376","6,157","507,175","5,419","388,691","4,416","10,945","5,761","72,248",946,138,"4,494",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98224                ,100,195,39,"4,765",83,"3,406",52,71,72,740,14,--        ,32,
"Under $10,000        ",23,41,11,50,17,89,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
"$10,000 under $25,000",23,40,5,354,17,196,*       18,*       18,*       18,*         14,*       14,--        ,**        ,
"$25,000 under $50,000",32,67,13,"1,154",27,826,17,9,32,101,**        ,--        ,*       18,
"$50,000 or more      ",22,47,10,"3,207",22,"2,295",17,44,22,625,**        ,--        ,14,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98225                ,"17,648","30,551","6,373","625,813","14,792","427,429","9,432","29,480","13,493","85,779","2,380",34,"4,103",
"Under $10,000        ","4,380","4,052",527,"9,880","3,637","19,650","1,546","2,299","1,443",310,416,**        ,160,
"$10,000 under $25,000","5,419","8,333","1,460","91,111","4,563","72,054","2,191","3,699","4,395","4,992",531,**        ,495,
"$25,000 under $50,000","4,297","8,478","1,931","153,721","3,706","122,006","2,631","5,545","4,121","14,165",610,*       18,"1,266",
"$50,000 or more      ","3,552","9,688","2,455","371,101","2,886","213,719","3,064","17,937","3,534","66,312",823,16,"2,182",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98226                ,"26,117","55,486","14,779","1,172,784","21,570","795,586","15,765","41,968","20,427","159,544","3,959",182,"9,182",
