WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98276,,557,265,214,"1,301",509,"24,844",490,"20,651",172,40,48,44,44,18,68,672,0,50,3,49,348,59,898,97,583,49,515,0,0,201,"3,468",0,0,155,248,194,425,200,718,183,"1,839",139,379,443,"14,232",229,316,0,0,166,248,27,8,95,120,105,245,94,215,0,0,376,"1,658",415,"1,790",71,96,469,"1,218"
98276,"$1 under $25,000",193,27,68,283,93,2477,150,1829,38,16,26,39,24,14,43,534,**,26,** -5,27,174,31,428,25,155,23,141,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,86,518,21,7,**,**,**,**,**,**,39,49,62,166,56,145,**,**,71,49,95,89,36,33,160,315
98276,"$25,000 under $50,000",154,60,56,356,143,5581,138,4480,45,9,**,**,**,**,**,**,**,**,**,**,**,**,**,30,216,**,**,**,**,62,889,**,**,47,45,59,112,61,162,51,427,39,78,147,2723,78,67,**,**,58,55,**,**,56,71,43,79,38,70,**,**,112,267,122,301,**,**,137,369
98276,"$50,000 under $75,000",105,78,39,311,128,6428,103,5714,35,8,22,5,20,4,25,138,**,24,8,22,174,28,470,42,212,26,374,**,**,65,1087,**,**,52,77,63,132,65,221,62,610,41,99,105,3773,62,105,**,**,53,95,27,8,**,**,0,0,0,0,**,**,90,399,95,424,35,63,85,233
98276,"$75,000 under $100,000",64,61,29,222,96,5558,61,4808,31,4,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,46,886,**,**,34,67,44,105,46,180,43,493,35,116,64,3642,44,96,**,**,55,98,**,**,**,**,0,0,0,0,**,**,62,401,62,420,**,**,57,202
98276,"$100,000 under $200,000",41,39,22,129,49,4800,38,3820,23,3,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,28,606,**,**,22,59,28,76,28,155,27,309,24,86,41,3576,24,41,**,**,**,**,**,**,0,0,0,0,0,0,**,**,41,542,41,556,**,**,30,99
98276,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98277,,"16,725","8,479","5,791","35,173","10,511","834,428","13,594","556,867","7,047","10,184","3,468","15,203","3,116","9,359","1,686","19,844",89,"2,456","14,308","1,626","24,269","4,949","139,272","1,399","10,656","2,609","32,699",54,756,"5,066","102,107",220,863,"4,181","7,807","4,692","12,423","4,997","22,009","4,293","48,032","3,692","12,675","13,773","520,746","6,431","6,804",391,117,"3,218","4,050",734,414,"2,464","3,377","3,014","6,381","2,740","6,009",101,441,"11,834","73,768","12,329","77,143","2,541","6,572","13,427","36,709"
98277,"$1 under $25,000",5671,1113,1742,8419,2175,78040,4463,60323,1428,1223,597,1380,535,747,429,2586,31,439,-114,280,1464,846,9507,445,3093,215,375,0,0,487,7759,**,**,376,358,398,906,472,1375,317,2807,296,615,2929,19465,1083,313,21,4,186,65,67,27,1064,1346,1682,3926,1537,3736,**,**,2375,1775,2671,2217,370,232,4892,9706
98277,"$25,000 under $50,000",4959,2391,1564,11003,3653,178201,4220,140555,1775,1395,694,1674,621,1087,428,3149,**,476,136,320,2834,1080,21968,455,3708,751,4427,**,**,1135,19063,68,74,859,1241,1002,2120,1104,3616,949,9248,696,1486,4770,85914,2478,2065,88,22,1376,1270,261,130,1221,1793,1332,2455,1203,2273,**,**,3580,8282,3740,8919,504,588,4372,13533
98277,"$50,000 under $75,000",2599,1869,991,6585,2117,160353,2116,111716,1400,1370,676,1745,609,1081,325,3199,37,456,499,318,3480,1047,29677,245,1993,635,8628,**,**,1138,21080,35,60,959,1513,1066,2432,1121,4185,1008,10736,827,2310,2581,99492,1273,1962,107,34,866,1402,183,113,179,238,0,0,0,0,0,0,2406,11584,2440,12159,521,803,2007,5877
98277,"$75,000 under $100,000",1737,1501,681,4554,1316,150123,1372,94047,1109,1582,641,1810,573,1131,230,3107,**,431,696,329,5392,948,32859,153,1065,531,9448,**,**,1040,21387,42,110,888,1644,990,2624,1035,4596,928,10769,785,2724,1735,103813,810,1269,85,29,504,911,130,87,**,**,0,0,0,0,26,51,1719,13512,1722,14067,441,1015,1237,3966
98277,"$100,000 under $200,000",1556,1421,671,4095,1120,198844,1272,123764,1152,2995,718,3532,649,2523,227,4054,21,523,3187,329,8436,915,38973,101,797,420,8451,54,756,1085,25479,54,266,944,2269,1060,3317,1084,6043,950,12236,922,3761,1555,152693,706,907,90,28,286,402,93,57,**,**,0,0,0,0,**,**,1551,25327,1553,26091,589,2045,867,3229
98277,"$200,000 or more",203,184,142,517,130,68867,151,26462,183,1619,142,5062,129,2790,47,3749,**,131,9904,50,2663,113,6288,**,**,57,1370,**,**,181,7339,21,353,155,782,176,1024,181,2194,141,2236,166,1779,203,59369,81,288,**,**,0,0,**,**,0,0,0,0,0,0,75,390,203,13288,203,13690,116,1889,52,398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98279,,289,136,140,475,56,"21,269",159,"8,234",187,435,135,"1,447",125,"1,020",99,"1,167",0,124,"1,118",62,"1,270",81,"2,289",0,0,97,"1,461",0,0,126,"3,852",0,0,105,221,120,613,125,"1,027",89,"1,341",105,468,228,"14,846",77,61,0,0,0,0,0,0,0,0,24,17,0,0,0,0,208,"2,629",233,"2,883",90,414,149,389
98279,"$1 under $25,000",100,**,31,121,**,1192,52,605,47,29,25,78,23,54,34,229,**,25,-14,**,**,34,507,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,26,312,**,**,48,314,27,11,**,**,**,**,**,**,**,**,24,17,**,**,**,**,39,26,58,54,23,13,57,71
98279,"$25,000 under $50,000",63,43,31,97,34,2299,37,1076,39,78,27,49,24,30,41,245,**,21,3,36,298,**,**,**,**,29,173,**,**,39,742,**,**,34,29,35,127,38,164,**,**,31,64,57,1137,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,50,125,55,144,36,54,36,60
98279,"$50,000 under $75,000",42,45,39,86,**,2509,35,1779,49,72,38,243,36,138,**,**,**,36,-14,**,**,26,933,**,**,38,571,**,**,40,825,**,**,36,41,40,147,40,196,30,398,31,78,41,1503,26,24,**,**,**,**,**,**,**,**,0,0,**,**,**,**,37,171,38,203,**,**,27,76
98279,"$75,000 under $100,000",23,**,**,45,22,1964,**,**,**,**,**,**,**,**,24,693,**,**,**,26,972,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,23,1376,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,23,188,23,209,31,347,**,**
98279,"$100,000 under $200,000",61,48,39,126,**,13305,35,4774,52,256,45,1077,42,798,**,**,**,42,1143,**,**,21,849,**,**,30,717,**,**,47,2285,**,**,35,151,45,339,47,667,33,631,43,326,59,10516,24,26,**,**,**,**,**,**,**,**,0,0,**,**,**,**,59,2119,59,2273,**,**,29,182
98279,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98281,,675,291,378,"1,197",256,"53,747",431,"29,829",350,"1,125",206,"2,483",182,"2,007",178,"3,927",0,189,"1,039",89,"1,724",162,"5,211",34,202,157,"1,781",0,0,216,"5,902",26,220,169,277,196,936,215,"1,635",161,"2,087",134,499,531,"40,634",279,"2,892",0,0,66,72,0,0,35,38,62,96,40,55,30,113,453,"5,586",515,"6,079",215,819,348,938
98281,"$1 under $25,000",242,52,109,319,50,2847,132,1871,91,115,47,141,39,92,78,648,**,39,-17,40,439,42,415,**,**,24,65,**,**,33,501,0,0,29,33,29,87,33,121,27,264,29,24,102,641,28,12,**,**,**,**,**,**,35,38,62,96,40,55,0,0,82,51,128,132,56,39,134,187
98281,"$25,000 under $50,000",137,48,70,227,41,5022,98,3007,55,182,47,366,41,234,32,450,**,29,-48,**,**,47,1033,34,202,40,242,**,**,35,513,**,**,26,23,31,105,35,139,23,159,**,**,136,2796,59,85,**,**,24,16,**,**,**,**,**,**,**,**,0,0,107,248,118,319,38,71,81,140
98281,"$50,000 under $75,000",76,29,43,148,43,4650,50,2697,39,48,**,**,**,**,30,497,**,35,29,24,514,**,**,**,**,21,288,**,**,30,721,**,**,25,38,25,111,30,165,40,502,34,65,73,3074,39,153,**,**,20,34,**,**,**,**,0,0,0,0,**,**,63,314,66,368,23,48,44,121
98281,"$75,000 under $100,000",60,33,37,114,22,5305,37,2716,46,71,24,105,21,63,**,**,**,**,**,**,**,25,1079,**,**,26,464,**,**,24,630,26,220,21,33,23,85,24,129,**,**,**,**,60,3902,33,166,**,**,**,**,**,**,0,0,0,0,0,0,**,**,54,470,54,471,27,67,24,119
98281,"$100,000 under $200,000",113,91,81,272,68,15528,78,8782,78,200,51,700,45,551,38,2332,**,49,494,25,771,48,2684,**,**,46,722,**,**,63,1620,**,**,68,150,60,275,63,425,71,1162,46,60,113,12364,84,855,**,**,22,22,**,**,**,**,0,0,0,0,**,**,101,1407,103,1574,46,337,65,371
98281,"$200,000 or more",47,38,38,117,32,20395,36,10756,41,509,37,1171,36,1067,**,**,**,37,581,**,**,**,**,0,0,**,**,**,**,31,1917,**,**,**,**,28,273,30,656,**,**,25,350,47,17857,36,1621,**,**,0,0,**,**,0,0,0,0,0,0,30,113,46,3096,46,3215,25,257,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98282,,"7,184","3,810","3,420","13,872","3,272","461,037","5,097","279,574","3,721","7,667","2,098","10,630","1,880","6,903","1,095","15,948",47,"1,717","15,360","1,382","25,979","2,291","62,054",779,"6,568","1,861","25,343",32,373,"3,433","78,862",97,674,"3,077","6,003","3,278","12,810","3,409","19,943","2,872","34,937","2,644","7,878","5,839","309,733","2,078","2,825",165,59,966,"1,349",146,71,392,447,620,"1,065",498,887,103,519,"5,439","49,225","5,729","51,717","1,540","6,378","5,026","12,619"
98282,"$1 under $25,000",2190,485,854,2751,465,25713,1361,14693,786,808,386,1050,340,594,286,1790,22,334,-152,267,1770,483,4704,203,1510,172,318,**,**,359,6657,**,**,303,273,318,1036,351,1341,226,2077,237,362,944,5623,202,68,**,**,42,15,**,**,180,194,441,767,362,654,0,0,803,522,1012,814,241,152,1630,2260
98282,"$25,000 under $50,000",1505,632,707,2763,630,55555,1024,32413,683,1347,374,1386,333,794,220,2136,**,302,272,293,3112,489,9787,214,2071,523,3619,**,**,605,10969,**,**,535,643,563,1733,596,2452,465,4372,412,799,1420,27430,465,337,38,9,233,223,40,17,153,197,179,298,136,233,0,0,1235,2935,1297,3306,258,367,1166,2616
98282,"$50,000 under $75,000",1218,762,603,2702,722,75867,920,48228,664,838,363,1235,323,793,186,1662,**,279,324,246,3805,427,11630,155,1318,415,6192,**,**,724,13750,45,89,643,975,696,2224,720,3297,628,6488,529,1077,1210,47018,475,612,32,9,283,476,48,24,59,56,0,0,0,0,**,**,1154,5835,1169,6181,291,627,863,2327
98282,"$75,000 under $100,000",890,698,460,2146,559,77141,686,49845,567,938,319,1363,281,748,149,1713,25,241,538,229,4799,341,10920,113,955,306,5821,32,373,620,13644,**,**,566,1133,598,2139,617,3397,549,6488,494,1310,886,52637,358,503,35,23,217,364,23,11,**,**,0,0,0,0,**,**,877,7150,880,7480,233,570,607,1815
98282,"$100,000 under $200,000",1179,1055,639,3023,789,154675,954,102731,843,2199,538,2783,491,1880,203,3744,**,432,3611,284,8358,457,19748,94,714,372,7822,**,**,941,25047,52,585,869,2314,923,4119,941,6798,853,12192,805,2778,1177,115747,500,600,60,18,191,271,35,19,**,**,0,0,0,0,**,**,1169,19333,1170,20010,413,1838,697,2846
98282,"$200,000 or more",202,178,157,487,107,72086,152,31664,178,1537,118,2813,112,2094,51,4903,**,129,10767,63,4135,94,5265,**,**,73,1571,**,**,184,8795,**,**,161,665,180,1559,184,2658,151,3320,167,1552,202,61278,78,705,**,**,0,0,**,**,0,0,0,0,0,0,103,519,201,13450,201,13926,104,2824,63,755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98283,,183,76,64,339,83,"7,427",146,"5,864",67,10,20,5,0,0,20,62,0,0,0,0,0,37,528,49,297,20,124,0,0,38,633,0,0,34,55,37,68,38,128,31,242,25,14,136,"4,607",41,34,0,0,21,20,0,0,0,0,40,56,30,46,0,0,125,661,135,719,31,15,142,315
98283,"$1 under $25,000",76,**,41,105,**,848,52,591,**,**,20,5,**,**,20,62,**,**,**,**,**,**,**,**,**,20,124,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,30,161,**,**,**,**,**,**,**,**,**,**,40,56,30,46,**,**,29,16,37,32,**,**,59,99
98283,"$25,000 under $50,000",51,37,**,106,50,1940,44,1502,37,7,**,**,**,**,**,**,**,**,**,**,**,37,528,49,297,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,25,14,50,1003,41,34,**,**,21,20,**,**,**,**,**,**,**,**,**,**,42,108,43,118,31,15,43,108
98283,"$50,000 under $75,000",56,39,23,128,33,4639,50,3771,30,3,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,38,633,**,**,34,55,37,68,38,128,31,242,**,**,56,3443,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,54,537,55,569,**,**,40,108
98283,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98283,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98283,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98284,,"10,439","4,388","4,857","21,195","6,787","489,299","8,824","373,211","3,450","5,315","1,542","4,807","1,355","2,526","1,191","12,754",141,"1,195","3,943",867,"11,671","1,907","35,311","1,734","13,068","1,296","13,691",22,201,"3,264","61,571",82,344,"2,815","4,632","3,048","8,205","3,238","13,826","2,882","29,129","2,268","5,713","8,278","304,278","3,286","3,734",245,72,"2,094","2,706",396,190,"1,344","1,738","1,788","3,704","1,602","3,329",57,271,"7,365","43,788","7,775","46,303","1,481","4,423","8,507","21,685"
98284,"$1 under $25,000",3834,615,1615,5732,1698,48939,2899,34817,856,977,361,675,312,397,402,2276,**,291,-109,236,1190,565,5849,491,3401,185,265,**,**,306,4849,**,**,262,201,250,631,298,1016,216,1858,169,207,1786,10897,461,166,**,**,184,66,37,12,751,824,1207,2674,1103,2449,0,0,1460,989,1745,1391,266,190,3251,6044
98284,"$25,000 under $50,000",2904,981,1341,5931,2050,105884,2535,83963,788,777,351,850,309,437,289,3016,53,252,238,213,2022,480,8078,543,4318,472,2822,22,201,740,11114,**,**,616,674,682,1600,732,2413,631,5206,446,745,2795,55174,1087,1003,62,13,730,726,113,56,509,778,581,1030,499,880,**,**,2304,5824,2401,6409,384,628,2473,6412
98284,"$50,000 under $75,000",1721,1097,853,4154,1336,105967,1561,84363,699,589,300,884,262,549,226,1893,34,226,379,176,2318,374,8026,374,3092,307,4235,**,**,864,14999,53,119,746,1135,803,1935,857,3206,792,7605,577,1056,1717,67191,805,1153,81,22,576,912,88,39,84,136,0,0,0,0,28,41,1634,8147,1657,8545,310,525,1385,3803
98284,"$75,000 under $100,000",1086,895,542,2937,956,93471,999,75804,517,619,234,691,207,398,136,1733,21,168,282,124,2374,266,6040,207,1503,196,3554,**,**,675,13301,**,**,589,1066,648,1712,673,2892,620,6721,518,1294,1086,64783,526,864,44,11,401,698,94,46,**,**,0,0,0,0,**,**,1077,8538,1080,8892,224,597,841,2764
98284,"$100,000 under $200,000",814,726,441,2232,692,102633,757,82402,517,1347,251,652,221,392,118,2669,33,206,1317,118,3767,199,6197,119,754,136,2815,**,**,612,13892,29,225,543,1324,598,1904,611,3516,573,6833,498,1467,814,78170,368,513,58,26,203,304,64,37,**,**,0,0,0,0,**,**,810,13011,812,13491,252,1255,532,2208
98284,"$200,000 or more",80,74,65,209,55,32405,73,11862,73,1006,45,1055,44,353,20,1167,**,52,1836,**,**,23,1121,**,**,**,**,**,**,67,3416,**,**,59,232,67,423,67,783,50,906,60,944,80,28063,39,35,**,**,0,0,**,**,0,0,0,0,0,0,29,230,80,7279,80,7575,45,1228,25,454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98290,,"14,678","6,887","6,532","30,023","9,433","1,020,796","12,466","754,107","6,684","8,901","3,391","12,827","3,073","9,009","2,169","35,433",111,"2,629","42,521","1,462","26,498","2,610","58,347","1,894","16,175","1,804","23,248",71,"1,115","6,515","157,749",163,"1,062","5,774","11,691","6,192","28,080","6,475","41,872","5,775","77,286","5,172","17,465","12,120","705,600","4,644","5,877",352,151,"2,557","3,450",484,265,"1,151","1,553","1,484","2,720","1,228","2,315",275,964,"11,185","120,167","11,729","126,106","2,837","12,499","11,106","30,251"
98290,"$1 under $25,000",4534,534,1639,5523,1408,53777,3474,39133,1155,891,516,966,469,571,486,3419,**,417,-51,265,1654,530,4797,483,3601,185,303,**,**,439,7925,**,**,373,351,364,1359,426,1749,300,2972,268,443,2197,13601,537,201,**,**,157,59,28,11,590,706,1011,1908,871,1709,0,0,1800,1235,2153,1842,440,327,3673,5372
98290,"$25,000 under $50,000",3075,989,1372,5871,1828,112371,2551,83956,1098,1206,444,1071,396,620,424,5538,49,383,288,310,3193,529,9378,522,4662,527,3424,24,117,901,16825,46,71,779,854,819,3028,889,4089,717,7218,631,1402,2878,58095,1051,876,61,18,587,567,77,42,449,675,473,812,357,606,**,**,2466,6421,2615,7351,462,754,2525,5995
98290,"$50,000 under $75,000",2146,1146,1055,4737,1446,133044,1875,102157,1043,1392,488,1125,435,680,373,4364,**,372,331,259,3532,466,10951,350,3116,409,5994,**,**,1167,22704,**,**,1016,1529,1099,4306,1156,5987,1030,11399,828,1810,2128,83973,876,1191,70,21,589,907,76,41,84,135,0,0,0,0,**,**,2038,10801,2069,11609,475,1012,1627,4809
98290,"$75,000 under $100,000",1723,1324,839,4409,1363,150145,1566,119331,1037,929,507,1417,456,822,303,3682,20,401,1194,244,4769,420,10659,248,2237,304,6048,**,**,1236,26905,22,58,1099,1931,1203,4936,1234,7087,1137,13933,992,2516,1721,101641,753,1284,66,31,541,951,90,47,28,37,0,0,0,0,**,**,1694,13593,1701,14320,387,952,1294,4636
98290,"$100,000 under $200,000",2637,2373,1262,7814,2803,354807,2492,298314,1879,2045,1084,2743,991,1900,478,10572,42,759,2538,313,8122,546,14145,267,2342,313,6092,47,998,2242,59726,60,311,2040,5012,2192,10584,2241,16342,2119,32460,1973,6643,2634,261784,1251,1756,124,54,683,966,182,105,**,**,0,0,0,0,46,63,2626,44164,2630,45958,809,3152,1739,7139
98290,"$200,000 or more",563,521,365,1669,585,216652,508,111216,472,2438,352,5505,326,4416,105,7858,**,297,38221,71,5228,119,8417,24,217,66,1387,**,**,530,23664,35,622,467,2014,515,3867,529,6618,472,9304,480,4651,562,186506,176,569,31,27,0,0,31,19,0,0,0,0,0,0,229,901,561,43953,561,45026,264,6302,248,2300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98292,,"10,039","4,734","4,651","20,117","6,001","625,609","8,209","462,682","4,712","10,296","2,327","9,722","2,065","6,682","1,313","15,417",107,"1,805","11,450","1,141","19,548","2,194","48,397","1,187","10,517","1,516","19,583",43,583,"4,495","100,059",85,346,"4,005","7,732","4,234","15,672","4,456","24,299","3,834","47,980","3,475","10,768","8,348","418,676","3,214","3,993",195,83,"1,794","2,455",338,179,733,936,"1,039","1,872",863,"1,625",115,451,"7,733","66,817","8,066","69,688","1,835","7,187","7,628","19,854"
98292,"$1 under $25,000",3110,414,1221,3695,815,37284,2258,25681,897,925,392,976,350,528,310,1720,**,349,-170,241,1452,489,5074,335,2605,168,281,0,0,379,6369,**,**,323,267,310,966,364,1255,220,1955,246,421,1545,9568,365,131,22,6,85,33,20,8,350,372,691,1321,597,1178,0,0,1323,884,1535,1198,291,173,2489,3615
98292,"$25,000 under $50,000",2149,730,968,4130,1261,78948,1733,57522,819,1172,332,848,275,451,243,3251,45,287,90,217,2189,449,8061,302,2999,424,2760,**,**,706,11955,**,**,605,732,645,1866,695,2670,555,5262,486,1087,2039,40683,732,639,**,**,439,428,58,36,289,435,348,551,266,447,0,0,1757,4387,1841,4947,314,486,1780,4120
98292,"$50,000 under $75,000",1641,954,801,3696,1103,102284,1377,75568,856,1183,410,1390,366,823,249,2039,**,327,304,239,3532,433,10018,245,2362,368,5432,**,**,907,17344,47,83,804,1197,850,2731,901,4029,784,8466,666,1683,1631,64183,689,949,34,14,453,716,69,36,94,129,0,0,0,0,0,0,1550,7990,1580,8470,325,667,1253,3741
98292,"$75,000 under $100,000",1240,943,638,3236,1053,107656,1080,81857,748,1062,385,1423,339,948,190,1818,20,266,643,189,3718,351,9155,152,1317,272,5348,**,**,858,18229,**,**,757,1378,817,2786,853,4298,758,9315,675,1801,1238,73320,590,966,49,15,417,733,56,28,**,**,0,0,0,0,20,34,1214,9806,1220,10219,283,720,909,3123
98292,"$100,000 under $200,000",1661,1477,852,4694,1556,219498,1555,179426,1184,2050,670,2786,608,2092,269,4128,42,436,1759,216,5882,417,12968,153,1234,238,4745,43,583,1424,36646,38,263,1314,3292,1392,5667,1422,9289,1331,19371,1200,4009,1658,163086,741,1097,90,48,400,545,135,71,**,**,0,0,0,0,**,**,1652,27393,1652,28184,513,2105,1100,4563
98292,"$200,000 or more",238,216,171,666,213,79939,206,42628,208,3904,138,2299,127,1840,52,2461,**,140,8824,39,2775,55,3121,**,**,46,1017,**,**,221,9516,**,**,202,866,220,1656,221,2758,186,3611,202,1767,237,67836,97,211,**,**,0,0,**,**,0,0,0,0,0,0,95,417,237,16357,238,16670,109,3036,97,692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98294,,"2,799","1,166","1,208","5,994","2,149","138,407","2,443","113,727",927,628,324,736,278,357,339,"2,950",22,278,197,199,"2,692",424,"8,051",470,"3,597",268,"2,886",0,0,"1,040","19,884",0,0,884,"1,513",974,"2,732","1,023","4,776",935,"10,481",727,"1,716","2,271","86,125",911,"1,184",50,12,616,888,76,42,352,497,427,810,365,719,0,0,"2,047","12,030","2,154","12,668",375,957,"2,326","5,929"
98294,"$1 under $25,000",919,129,362,1330,400,11519,731,8501,186,171,60,129,51,87,97,326,**,62,-6,42,239,103,1026,141,985,32,60,**,**,88,1498,**,**,73,74,73,233,85,309,61,536,43,84,431,2687,86,32,0,0,34,13,25,14,170,198,280,556,252,516,**,**,372,254,432,332,60,43,798,1352
98294,"$25,000 under $50,000",781,229,354,1581,573,28673,693,23391,201,112,66,90,57,36,78,955,22,49,-26,56,469,110,1944,133,1191,97,629,**,**,223,3673,**,**,175,181,193,483,212,1046,192,1759,131,222,743,15201,289,261,24,6,181,174,**,**,137,233,147,254,113,203,**,**,625,1654,659,1837,95,148,669,1692
98294,"$50,000 under $75,000",486,289,216,1346,571,29975,447,24939,199,102,60,121,45,84,70,775,**,49,-39,47,691,86,1770,98,694,72,1057,**,**,262,4498,**,**,224,335,251,634,262,1006,235,2438,180,340,484,18265,243,409,**,**,196,359,25,13,45,66,0,0,0,0,**,**,443,2149,456,2301,79,164,402,1209
