"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 1998",,,,,,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Earned Income Credit  ,,Total Tax,,Schedule C,,Schedule F  ,, Schedule A Deductions ,
98279                ,277,444,65,"16,958",169,"4,803",208,992,29,25,232,"3,083",97,119,15,16,92,"1,958"
"Under $10,000        ",69,66,6,274,44,200,38,64,*       29,*       25,34,12,23,25,**        ,**        ,**        ,**          
"$10,000 under $25,000",71,100,9,"1,188",42,533,45,118,**        ,**        ,64,83,21,27,**        ,**        ,*       18,*        264
"$25,000 under $50,000",57,117,29,"2,080",44,"1,226",48,126,--        ,--        ,54,228,23,31,*       15,*       16,23,337
"$50,000 or more      ",80,161,21,"13,416",39,"2,844",77,684,--        ,--        ,80,"2,760",30,36,**        ,**        ,51,"1,357"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98280                ,192,340,56,"16,585",96,"5,277",161,"1,711",13,15,175,"3,012",65,86,**        ,**        ,95,"3,513"
"Under $10,000        ",29,30,6,37,14,124,22,22,*       13,*       15,19,18,11,14,**        ,**        ,**        ,**          
"$10,000 under $25,000",53,86,11,903,24,406,41,106,**        ,**        ,49,62,*       23,*       32,**        ,**        ,*       18,*        230
"$25,000 under $50,000",36,66,12,"1,279",22,681,26,135,--        ,--        ,34,126,**        ,**        ,**        ,**        ,16,289
"$50,000 or more      ",74,158,27,"14,366",36,"4,066",72,"1,448",--        ,--        ,73,"2,806",31,40,**        ,**        ,61,"2,994"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98281                ,569,"1,054",262,"27,056",400,"18,300",338,"4,129",63,99,422,"5,174",150,184,**        ,**        ,162,"3,791"
"Under $10,000        ",160,224,53,"-8,519",87,575,70,"2,645",35,38,63,30,53,66,**        ,**        ,23,"1,409"
"$10,000 under $25,000",142,230,48,"2,342",103,"1,561",70,83,*       28,*       61,108,145,32,38,--        ,--        ,23,219
"$25,000 under $50,000",112,246,72,"3,980",90,"2,942",71,206,**        ,**        ,98,292,26,34,**        ,**        ,35,382
"$50,000 or more      ",155,354,89,"29,253",120,"13,222",127,"1,195",--        ,--        ,153,"4,707",39,46,**        ,**        ,81,"1,781"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98283                ,209,444,150,"6,640",175,"5,158",117,170,40,66,152,773,22,24,10,10,37,419
"Under $10,000        ",51,69,26,204,36,152,17,21,18,26,11,3,**        ,**        ,--        ,--        ,**        ,**          
"$10,000 under $25,000",57,135,51,988,45,694,27,64,*       22,*       40,41,52,*       22,*       24,*       10,*       10,**        ,**          
"$25,000 under $50,000",60,117,30,"2,195",57,"1,966",40,27,**        ,**        ,59,222,**        ,**        ,**        ,**        ,*       23,*        235
"$50,000 or more      ",41,123,43,"3,253",37,"2,346",33,58,--        ,--        ,41,496,**        ,**        ,**        ,**        ,14,184
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98284                ,"8,871","18,285","5,973","301,534","7,590","224,188","4,574","9,353","1,286","2,065","7,120","36,488","1,299","1,485",180,187,"2,539","32,433"
"Under $10,000        ","1,932","2,026",558,"8,643","1,598","7,809",598,556,531,669,703,244,209,238,23,24,70,721
"$10,000 under $25,000","2,421","4,431","1,346","41,403","1,928","30,649",989,"2,066",662,"1,353","1,947","2,478",269,320,28,29,275,"3,025"
"$25,000 under $50,000","2,569","6,204","2,136","93,713","2,316","77,080","1,435","2,464",93,43,"2,523","8,607",425,477,59,63,933,"10,087"
"$50,000 or more      ","1,949","5,624","1,933","157,775","1,748","108,650","1,552","4,267",--        ,--        ,"1,947","25,159",396,450,70,71,"1,261","18,600"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98286                ,88,168,34,"7,277",48,"1,898",75,702,**        ,**        ,80,"1,639",29,36,**        ,**        ,24,625
"Under $10,000        ",11,17,5,62,*       11,*        116,**        ,**        ,**        ,**        ,**        ,**          ,*       12,*       12,**        ,**        ,**        ,**          
"$10,000 under $25,000",15,29,8,259,**        ,**          ,*       19,*       25,**        ,**        ,*       19,*         31,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",29,57,14,"1,019",24,648,23,48,--        ,--        ,29,113,*       17,*       24,**        ,**        ,**        ,**          
"$50,000 or more      ",33,65,7,"5,937",13,"1,134",33,629,--        ,--        ,32,"1,495",**        ,**        ,**        ,**        ,*       24,*        625
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98287                ,188,348,96,"7,873",163,"5,030",85,134,24,26,154,"1,266",39,43,**        ,**        ,58,756
"Under $10,000        ",35,33,7,137,25,120,10,19,13,7,15,11,**        ,**        ,**        ,**        ,**        ,**          
"$10,000 under $25,000",54,87,19,906,45,730,15,19,*       11,*       19,41,61,*       21,*       22,--        ,--        ,**        ,**          
"$25,000 under $50,000",53,109,33,"1,833",52,"1,730",23,7,**        ,**        ,52,177,**        ,**        ,--        ,--        ,*       23,*        239
"$50,000 or more      ",46,119,37,"4,997",41,"2,450",37,89,--        ,--        ,46,"1,017",18,21,**        ,**        ,35,517
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98288                ,204,343,89,"5,312",179,"4,345",90,94,40,59,163,592,21,23,--        ,--        ,27,276
"Under $10,000        ",43,57,17,128,37,216,10,7,18,20,15,3,*       11,*       13,--        ,--        ,**        ,**          
"$10,000 under $25,000",78,131,37,"1,315",66,"1,015",25,30,22,39,65,85,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",61,102,21,"2,218",54,"1,733",37,35,--        ,--        ,61,256,*       10,*       10,--        ,--        ,*       17,*        162
"$50,000 or more      ",22,53,14,"1,651",22,"1,381",18,22,--        ,--        ,22,248,**        ,**        ,--        ,--        ,10,114
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98290                ,"12,946","27,751","9,567","662,473","11,302","494,378","8,177","16,015",973,"1,326","11,234","101,076","2,238","2,591",168,174,"5,773","90,626"
"Under $10,000        ","2,330","1,723",395,"7,927","1,887","9,540",864,608,415,448,"1,018",376,233,279,**        ,**        ,104,"1,958"
"$10,000 under $25,000","2,378","3,643",908,"40,994","1,905","30,347","1,042","1,908",465,839,"2,042","2,840",309,365,*       24,*       26,334,"3,998"
"$25,000 under $50,000","3,156","6,822","2,255","116,299","2,802","95,429","1,944","2,678",93,39,"3,098","11,481",577,670,40,42,"1,272","15,716"
"$50,000 or more      ","5,082","15,563","6,009","497,253","4,708","359,062","4,327","10,821",--        ,--        ,"5,076","86,379","1,119","1,277",104,106,"4,063","68,954"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98291                ,795,"1,469",407,"36,281",653,"25,461",462,"1,247",83,96,693,"5,808",147,173,12,13,275,"4,404"
"Under $10,000        ",144,143,32,422,108,699,53,69,39,29,70,32,29,33,**        ,**        ,**        ,**          
"$10,000 under $25,000",184,289,70,"3,197",141,"2,336",85,183,*       44,*       67,160,210,19,22,*       12,*       13,*       34,*        400
"$25,000 under $50,000",230,420,110,"8,358",199,"6,953",125,220,**        ,**        ,227,917,46,56,**        ,**        ,76,"1,016"
"$50,000 or more      ",237,617,195,"24,304",205,"15,473",199,775,--        ,--        ,236,"4,649",53,62,**        ,**        ,165,"2,988"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98292                ,"13,280","27,796","8,630","603,542","10,559","416,339","8,759","25,061","1,007","1,454","11,399","82,941","2,212","2,605",222,228,"5,741","85,616"
"Under $10,000        ","2,315","1,982",424,"6,952","1,734","8,417",951,"1,032",443,497,938,375,286,335,29,33,173,"2,249"
"$10,000 under $25,000","2,711","4,523","1,026","46,661","1,826","28,472","1,504","4,020",480,919,"2,291","2,967",363,441,25,26,494,"5,997"
"$25,000 under $50,000","3,579","8,014","2,595","133,793","2,959","100,265","2,329","4,536",84,38,"3,501","12,909",659,775,54,54,"1,559","19,148"
"$50,000 or more      ","4,675","13,277","4,585","416,136","4,040","279,185","3,975","15,473",--        ,--        ,"4,669","66,690",904,"1,054",114,115,"3,515","58,222"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98293                ,237,447,141,"7,075",203,"5,807",114,181,40,52,191,823,37,41,**        ,**        ,54,650
"Under $10,000        ",58,79,30,203,47,234,17,26,26,30,20,8,*       19,*       21,--        ,--        ,**        ,**          
"$10,000 under $25,000",61,96,20,"1,121",46,771,28,49,*       14,*       22,54,76,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",84,182,63,"3,056",77,"2,642",41,45,**        ,**        ,83,305,*       18,*       20,**        ,**        ,*       38,*        421
"$50,000 or more      ",34,90,28,"2,695",33,"2,160",28,61,--        ,--        ,34,434,**        ,**        ,**        ,**        ,16,229
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98294                ,"2,256","4,696","1,638","80,240","2,001","64,505","1,057","1,935",291,426,"1,886","9,457",312,358,33,34,745,"9,531"
"Under $10,000        ",451,442,120,"1,484",371,"1,907",125,122,113,135,186,58,46,50,**        ,**        ,15,221
"$10,000 under $25,000",571,993,306,"9,974",480,"7,767",204,368,150,277,479,676,79,89,*       18,*       18,66,710
"$25,000 under $50,000",654,"1,550",585,"24,002",617,"21,147",313,410,28,14,641,"2,238",85,98,**        ,**        ,262,"2,882"
"$50,000 or more      ",580,"1,711",627,"44,780",533,"33,684",415,"1,035",--        ,--        ,580,"6,485",102,121,15,16,402,"5,718"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98295                ,"1,529","3,554","1,440","40,211","1,303","32,116",664,"1,373",327,582,"1,113","4,331",207,232,87,91,304,"3,680"
"Under $10,000        ",398,612,233,-415,311,"1,788",120,105,134,191,119,90,43,44,31,34,24,292
"$10,000 under $25,000",488,"1,092",478,"8,229",417,"6,586",156,270,170,379,366,448,69,77,12,12,38,358
"$25,000 under $50,000",418,"1,135",440,"14,981",379,"12,500",212,422,23,12,403,"1,251",54,62,20,20,109,"1,236"
"$50,000 or more      ",225,715,289,"17,416",196,"11,242",176,576,--        ,--        ,225,"2,542",41,49,24,25,133,"1,794"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
